Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Views,Area,Road,Road Width,Road Type,Amenities,Face
"Hattigauda Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,35500000.0,5,5,3.0,2,449,5.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Parking', 'Store Room']",East
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,39000000.0,4,4,2.0,3,646,10 Aana,13 Feet,13 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Rent In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,380000.0,11,4,3.0,4,406,1 Ropani,12 Feet,12 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",East
"New Modern : House For Sale In Hattiban, Lalitpur","i.j pioneer school, Hattiban, Lalitpur",Lalitpur,37500000.0,5,4,2.0,1,14200,0-4-3-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",East
"House For Rent In Sanobharyang, Kathmandu","Namdel Chowk, Sanobharyang, Kathmandu",Kathmandu,150000.0,4,4,3.0,2,2600,10 Aana,14 Feet,14 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South East
"House For Rent In Bhaisepati, Lalitpur","Civil Home, Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000.0,5,3,3.0,2,325,1 Ropani,13 Feet,13 Feet,,"['Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South East
"Apartment For Sale In Kamalpokhari, Kathmandu","Kamalpokhari, Kamalpokhari, Kathmandu",Kathmandu,55000000.0,2,3,4.0,0,565,3400 Sq. Feet,20 Feet,20 Feet,,"['Balcony', 'Garden', 'Gym', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",West
"House For Rent In Kupondole, Lalitpur","Nearby Gusingal, Kupondole, Lalitpur",Lalitpur,550000.0,6,6,2.0,10,448,2 Ropani,20 Feet,20 Feet,,"['Balcony', 'Garden', 'Gym', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",North East
"House For Sale In Kamalpokhari, Kathmandu","Kamalpokhari, Kamalpokhari, Kathmandu",Kathmandu,55000000.0,2,3,2.5,0,586,3400 Sq. Feet,0 Feet,0 Feet,,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South East
"Apartment For Rent In Naxal, Kathmandu","Bhatbhateni Apartments, Naxal, Kathmandu",Kathmandu,170000.0,3,4,7.0,2,6500,2100 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Lift', 'Parking', 'Security Staff']",South West
"House For Sale In Thaiba, ( Comfort Housing,) : House For Sale In Thaiba, Lalitpur","Comfort Housing, Thaiba, Lalitpur",Lalitpur,20000000.0,3,2,3.0,1,1600,3 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Jacuzzi']",North
"Apartment For Sale In Jhamsikhel, Lalitpur","jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,12500000.0,2,1,1.0,1,6800,683 Sq. Feet,20 Feet,20 Feet,,"['Balcony', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water']",South West
"House : House For Sale In Imadol, Lalitpur","Hattiban, Lalitpur, Imadol, Lalitpur",Lalitpur,18000000.0,5,3,3.0,1,871,3.1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Garden', 'Garage', 'Parking', 'Drainage', 'Water Tank', 'Store Room', 'Modular Kitchen']",North East
"House And Land Sale In Kirtipur, Kathmandu : House For Sale In Machhegaun, Kirtipur","Kirtipur, Bhatkyapati, Machhegaun, Kirtipur",Kirtipur,15000000.0,0,2,3.0,0,874,5.5 aana Aana,12 Feet,12 Feet,,"['Balcony', 'Garden', 'Frontyard', 'TV Cable', 'Wifi', 'Water Supply', 'Electricity Backup', 'Internet', 'Water Tank', 'Modular Kitchen']",South West
"Newly Built House For Sale At Guheshwori : House For Sale In Guheshwori, Kathmandu","Nayabasti, planing, Guheshwori, Kathmandu",Kathmandu,28500000.0,8,3,3.0,1,684,0-4-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Balcony', 'Garden', 'Drainage', 'Water Supply', 'Water Well', 'Electricity Backup', 'Parking']",South East
"House For Sale In Chundevi, Kathmandu","Chundevi, Chundevi, Kathmandu",Kathmandu,31000000.0,8,3,4.0,1,385,4 Aana,14 Feet / Gravelled,14 Feet , Gravelled,"['Balcony', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South East
"Chabahil Bageswori Homes : House For Sale In Chabahil, Kathmandu","Na, Chabahil, Kathmandu",Kathmandu,500000000.0,5,5,3.0,2,650,4.5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Balcony', 'Garage']",West
"Brand New Bungalow , Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,31000000.0,5,5,3.0,1,603,4.5 Aana,14 Feet / Paved,14 Feet , Paved,"['Balcony', 'Garage', 'Water Supply', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Parking']",East
"Family Home Ekatabasti : House For Sale In Ekatabasti, Kathmandu","NA, Ekatabasti, Kathmandu",Kathmandu,29900000.0,7,5,3.0,1,181,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Garage', 'TV Cable', 'Solar Water', 'Drainage', 'Water Supply', 'Water Well', 'Internet']",South
"Tokha Greenland New Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,29000000.0,6,5,3.0,1,396,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Garage', 'Parking']",East
"Basundhara Beautiful Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,29800000.0,5,5,3.0,1,581,4.1 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Balcony', 'Garage', 'Parking', 'Store Room', 'Solar Water', 'Water Supply', 'Water Well']",South East
"Greenland New Home For Sale : House For Sale In Grande Villa, Kathmandu","Na, Grande Villa, Kathmandu",Kathmandu,25000000.0,6,5,3.0,1,404,3.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Garage', 'Drainage', 'Water Supply']",South
"House For Sale In Bhaisepati, Lalitpur","Bhaisepati,sainbu,pragatinagar, Bhaisepati, Lalitpur",Lalitpur,37500000.0,8,6,4.0,1,689,0-7-1-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,"['Balcony', 'Garage', 'Backyard', 'Garden', 'Lawn', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Internet', 'Store Room']",South
"Office Space For Rent In Lazimpat, Kathmandu","lazimpath marg, Lazimpat, Kathmandu",Kathmandu,35000.0,0,2,3.0,1,327,3 Aana,0 Feet,0 Feet,,"['Balcony', 'Frontyard', 'Water Supply', 'Drainage']",East
"Gorgeous Bungalow For Family : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,40000000.0,5,5,3.0,3,544,7.5 Aana,20 Feet / Paved,20 Feet , Paved,"['Balcony', 'Frontyard', 'Water Supply', 'Drainage', 'Solar Water']",North
"House For Sale In Baniyatar, Kathmandu","Chowk,Mahanagarpalika,, Baniyatar, Kathmandu",Kathmandu,20000000.0,12,4,3.0,2,635,0-5-0-0 Aana,15 Feet,15 Feet,,"['Balcony', 'Frontyard', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",East
"House For Rent In Naxal, Kathmandu","Tangal, Naxal, Kathmandu",Kathmandu,250000.0,4,3,2.0,1,295,24 Aana,20 Feet,20 Feet,,"['Balcony', 'Frontyard', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",Kathmandu,49500000.0,0,0,2.5,0,3300,9 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Balcony', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",North West
"Greenland Brand New Bungalow : House For Sale In Grande Villa, Kathmandu","Na, Grande Villa, Kathmandu",Kathmandu,39000000.0,6,6,3.0,2,501,6.5 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,"['Balcony', 'Frontyard', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Store Room', 'Parking']",West
"House For Sale In Budhanilkantha, Kathmandu","Bisnumati pool,Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,26000000.0,5,5,3.0,2,1400,0-5-0-0 Aana,15 Feet,15 Feet,,"['Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",North
"House For Rent In Baluwatar, Kathmandu","Near Russian Embassy, Baluwatar, Kathmandu",Kathmandu,525000.0,5,5,3.0,1,392,3000 Sq. Feet,16 Feet,16 Feet,,"['Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Rent In Chapali, Kathmandu","Bhangal, Chapali, Kathmandu",Kathmandu,500000.0,5,5,3.0,5,3100,1 Ropani,16 Feet,16 Feet,,"['Balcony', 'Frontyard', 'Garden', 'Drainage', 'Water Supply']",East
"House For Sale In Sitapaila, Kathmandu","Nagarjun, Sitapaila, Kathmandu",Kathmandu,12000000.0,4,2,2.0,1,1400,2.5 Aana,13 Feet,13 Feet,,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply']",North
"House For Sale In Budhanilkantha, Kathmandu","Deuja Chowk, Budhanilkantha, Kathmandu",Kathmandu,27000000.0,5,3,2.0,1,1500,8 Aana,12 Feet,12 Feet,,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply']",North
"House For Rent In Hattigauda, Kathmandu","Hattigauda Chowk, Hattigauda, Kathmandu",Kathmandu,55000.0,1,2,2.0,1,682,2000 Sq. Feet,15 Feet,15 Feet,,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",South East
"House For Rent In Lazimpat, Kathmandu","Near Radisson Hotel, Lazimpat, Kathmandu",Kathmandu,350000.0,1,2,1.5,0,279,1-8-0-0 Ropani,20 Feet,20 Feet,,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Rent In Naxal, Kathmandu","Near bhatbhaten, Naxal, Kathmandu",Kathmandu,400000.0,2,3,1.5,0,383,24 Aana,20 Feet,20 Feet,,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",West
"Office Space For Rent In Hadigaun, Kathmandu","Near Tangal, Hadigaun, Kathmandu",Kathmandu,160000.0,4,3,3.0,1,344,20 Aana,15 Feet,15 Feet,,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",South West
"House For Rent In Grande Villa, Kathmandu","Tokha, Grande Villa, Kathmandu",Kathmandu,45000.0,4,3,2.0,1,496,4 Aana,0 Feet,0 Feet,,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Budhanilkantha, Kathmandu","Akasedhara, Sagarmatha chwok, Budhanilkantha, Kathmandu",Kathmandu,19000000.0,8,4,3.0,1,6100,0-3-2-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,"['Balcony', 'Fencing', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",West
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,35200000.0,4,4,3.0,1,209,0-5-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Fencing', 'TV Cable', 'Water Supply', 'Drainage', 'CCTV', 'Parking']",South East
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,34500000.0,4,4,3.0,1,193,0-5-1-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Fencing', 'TV Cable', 'Water Supply', 'Drainage', 'CCTV', 'Parking']",West
"1.5 Storey House : House For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,12700000.0,2,1,1.5,1,178,0-3-0-3 Aana,10 Feet / Gravelled,10 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",North
"House For Sale In Imadol, Lalitpur","sital height, Imadol, Lalitpur",Lalitpur,16000000.0,4,4,3.0,2,1900,0-3-0-0 Aana,13 Feet,13 Feet,,"['Balcony', 'Fencing', 'Modular Kitchen', 'Water Tank', 'Water Well']",South
"House For Sale In Imadol, Lalitpur","Opposite of Green Hill city, Imadol, Lalitpur",Lalitpur,22500000.0,6,3,2.5,1,903,0-3-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",South
"Thapa Niwas : House For Sale In Goldhunga, Kathmandu","Purano Gujyeswori, Balaju, Goldhunga, Kathmandu",Kathmandu,1800000020.0,0,0,4.0,0,258,0-3-0-0 Aana,10 Feet / Paved,10 Feet , Paved,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Imadol, Lalitpur","Buddha Colony, Imadol, Lalitpur",Lalitpur,17500000.0,5,3,2.5,1,1200,0-3-0-2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",South East
"Brand New : House For Sale In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,29900000.0,5,3,2.5,1,4600,0-3-0-0 Aana,10 Feet / Concrete,10 Feet , Concrete,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",North
"House For Sale In Imadol, Lalitpur","Bhandhari marga., Imadol, Lalitpur",Lalitpur,19500000.0,5,3,2.5,1,1400,0-3-1-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",East
"Beautiful : House For Sale In Baluwatar, Kathmandu","Chandol, Baluwatar, Kathmandu",Kathmandu,41000000.0,7,3,2.5,1,4500,0-5-0-0 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",West
"House For Sale In Dhapakhel, Lalitpur","Nearby Sumeru Hospital, Dhapakhel, Lalitpur",Lalitpur,17700000.0,3,4,2.5,1,4200,0-2-2-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",North
"House For Sale In Imadol, Lalitpur","sital height, Imadol, Lalitpur",Lalitpur,15000000.0,5,3,2.5,1,6900,0-2-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",West
"Neo-Classical : House For Sale In Imadol, Lalitpur","Sanagau height, Imadol, Lalitpur",Lalitpur,22000000.0,5,3,2.5,2,6200,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",North
"Brand New : House For Sale In Bhimsengola, Baneshwor, Kathmandu","Bhimsengola, Bhimsengola, Baneshwor, Kathmandu",Kathmandu,38700000.0,6,5,3.0,3,3800,0-4-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",South East
"2.5 Storey : House For Sale In Sitapaila, Kathmandu","near Aadeshwor Planning, Sitapaila, Kathmandu",Kathmandu,21000000.0,6,5,2.5,1,8000,0-4-0-0 Aana,14 Feet / Concrete,14 Feet , Concrete,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",West
"Ramkot House : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,20500000.0,4,4,2.5,1,7800,0-3-3-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']",North
"House For Sale In Satungal, Kathmandu","Nearby APF Hospital, Satungal, Kathmandu",Kathmandu,26000000.0,11,9,3.0,1,7600,0-5-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",North
"Brand New : House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,21000000.0,4,5,2.5,1,4500,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']",South West
"Semi-Furnished House : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,24000000.0,4,4,2.5,1,510,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking']",East
"Newly Built House : House For Sale In Imadol, Lalitpur","Bojepokhari, Imadol, Lalitpur",Lalitpur,21000000.0,4,3,2.5,1,466,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']",South
"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,22000000.0,5,3,2.5,1,157,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Parking', 'Store Room']",South
"New : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Lalitpur",Lalitpur,18500000.0,5,2,2.5,1,597,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",East
"Full- Furnished : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Lalitpur",Lalitpur,20000000.0,6,3,2.5,2,4600,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",East
"Newly Constructed : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Lalitpur",Lalitpur,22000000.0,7,4,3.5,2,981,0-4-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",South East
"House For Sale In Imadol, Lalitpur","Sanagau height, Imadol, Lalitpur",Lalitpur,17500000.0,6,4,2.5,1,5700,0-3-0-2 Aana,16 Feet / Gravelled,16 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",West
"Brand New : House For Sale In Sankhamul, Kathmandu","Nearby Valley Top Driving Center, Sankhamul, Kathmandu",Kathmandu,35000000.0,7,3,2.5,2,1500,0-3-2-2 Aana,12 Feet / Paved,12 Feet , Paved,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",West
"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,21500000.0,4,3,2.5,1,161,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Parking', 'Store Room']",East
"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,19000000.0,4,3,2.5,1,602,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Parking', 'Store Room']",East
"House For Sale In Imadol, Lalitpur","Opposite of green hill city, Imadol, Lalitpur",Lalitpur,21500000.0,5,3,2.5,1,1200,0-3-1-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",North
"Modern House : House For Sale In Imadol, Lalitpur","Tikathali, Buddha colony, Imadol, Lalitpur",Lalitpur,19500000.0,5,3,2.5,2,2300,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",North
"Brand New House For Rent : House For Rent In Bhangal, Kathmandu","Sundarbasti Bhangal, Bhangal, Kathmandu",Kathmandu,95000.0,4,2,2.0,1,240,6.5 Aana,12 Feet / Gravelled,12 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'Parking', 'Solar Water', 'Garden', 'Wifi', 'Water Well', 'Water Tank', 'Electricity Backup', 'TV Cable']",North
"House For Sale In Imadol, Lalitpur","Krishna Mandir Area, Imadol, Lalitpur",Lalitpur,27000000.0,6,4,3.0,0,973,0-3-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank']",West
"House For Sale In Tinthana, Kathmandu","Bishnu Devi Village Colony, Tinthana, Kathmandu",Kathmandu,16000000.0,5,3,2.5,1,7100,0-3-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",North East
